"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Nicaragua,18491,,225,,4225,,14041,,2721,33,,,6795020,2022-08-31
Bermuda,17913,128,148,,17624,108,141,,289944,2396,988467,15999531,61781,2022-08-31
South Sudan,17823,,138,,17335,,350,1,1553,12,410280,35746,11477566,2022-08-31
Tajikistan,17786,,125,,17264,,397,,1778,12,,,10001033,2022-08-31
Equatorial Guinea,16956,6,183,,16621,19,152,5,11284,122,365697,243359,1502703,2022-08-31
Samoa,15767,,29,,1605,,14133,4,78340,144,187397,931096,201265,2022-08-31
Djibouti,15690,,189,,15427,,74,,15396,185,305941,300214,1019076,2022-08-31
Tonga,15235,,12,,14317,,906,,140692,111,535009,4940703,108286,2022-08-31
Marshall Islands,15042,35,17,,12365,28,2660,22,250475,283,,,60054,2022-08-31
CAR,14862,,113,,14520,,229,2,2966,23,81294,16222,5011403,2022-08-31
Dominica,14852,,68,,14554,,230,,205215,940,210195,2904329,72373,2022-08-31
Monaco,14379,4,57,,14274,6,48,4,360882,1431,77770,1951862,39844,2022-08-31
Gambia,12311,,371,,11788,,152,,4802,145,155686,60731,2563538,2022-08-31
Greenland,11971,,21,,2761,,9189,4,210080,369,164926,2894302,56983,2022-08-31
Saint Martin,11941,,63,,1399,,10479,7,297840,1571,112382,2803103,40092,2022-08-31
Yemen,11926,,2155,,9119,,652,23,382,69,329592,10548,31246899,2022-08-31
Vanuatu,11815,22,14,,11751,,50,,36616,43,24976,77404,322670,2022-08-31
Caribbean Netherlands,11028,,35,,10476,,517,,412262,1308,30126,1126206,26750,2022-08-31
Sint Maarten,10836,,87,,10741,,8,10,246671,1980,62056,1412643,43929,2022-08-31
Eritrea,10154,,103,,10046,,5,,2780,28,23693,6487,3652584,2022-08-31
Niger,9931,602,312,,8863,,756,1,380,12,254538,9752,26102432,2022-08-31
Antigua and Barbuda,8974,,145,,8794,,35,1,90025,1455,18901,189611,99683,2022-08-31
Guinea-Bissau,8491,,175,,8300,,16,6,4105,85,145231,70207,2068616,2022-08-31
Comoros,8455,5,161,,8281,11,13,,9295,177,,,909670,2022-08-31
Liberia,7883,48,294,,7295,35,294,2,1483,55,139824,26308,5314822,2022-08-31
Sierra Leone,7747,,126,,,,,,930,15,259958,31215,8327874,2022-08-31
Micronesia,7632,306,26,,144,,7462,1,64881,221,21923,186371,117631,2022-08-31
Chad,7538,,193,,4874,,2471,,432,11,191341,10968,17445493,2022-08-31
British Virgin Islands,7291,,64,,,,,1,237755,2087,107243,3497130,30666,2022-08-31
St. Vincent Grenadines,7112,,115,,6641,,356,,63669,1030,100856,902902,111702,2022-08-31
Saint Kitts and Nevis,6509,,46,,6446,,17,,120508,852,124861,2311684,54013,2022-08-31
Turks and Caicos,6369,10,36,,6294,9,39,4,159824,903,549718,13794680,39850,2022-08-31
Cook Islands,6265,,1,,6176,,88,,355986,57,19690,1118814,17599,2022-08-31
Sao Tome and Principe,6153,,76,,6060,,17,,26991,333,29036,127372,227962,2022-08-31
Palau,5348,,6,,5265,,77,1,292560,328,64027,3502571,18280,2022-08-31
St. Barth,5263,,6,,,,,,529370,604,78646,7910481,9942,2022-08-31
Nauru,4611,,1,,4605,,5,,420290,91,20509,1869383,10971,2022-08-31
Anguilla,3837,,11,,3789,,37,4,250899,719,51382,3359838,15293,2022-08-31
Kiribati,3430,,13,,2703,,714,3,27793,105,,,123413,2022-08-31
Saint Pierre Miquelon,3131,,1,,2449,,681,1,546136,174,24902,4343625,5733,2022-08-31
Falkland Islands,1886,,,,,,,,509868,,8632,2333604,3699,2022-08-31
Montserrat,1145,,8,,1106,,31,,229046,1600,16169,3234447,4999,2022-08-31
Macao,793,,6,,785,,2,,1186,9,7850,11743,668480,2022-08-31
Wallis and Futuna,761,,7,,438,,316,,70372,647,20508,1896431,10814,2022-08-31
Niue,70,,,,60,,10,,42424,,,,1650,2022-08-31
Tuvalu,20,,,,,,20,,1652,,,,12107,2022-08-31
China,243449,368,5226,,231925,405,6298,34,169,4,160000000,111163,1439323776,2022-09-01
USA,96519011,78642,1072365,315,92172268,123024,3274378,3952,,,1102240988,,,2022-09-01
India,44442507,6168,527932,21,43855365,9685,59210,698,31533,375,886147613,628748,1409384507,2022-09-01
France,34547847,18646,154134,41,34037826,22584,355887,869,526755,2350,271490188,4139442,65586180,2022-09-01
Brazil,34492171,19492,684203,174,33480980,,326988,8318,159811,3170,63776166,295491,215831045,2022-09-01
Germany,32218483,33930,147642,148,31317600,51600,753241,1406,381899,1750,122332384,1450056,84363917,2022-09-01
UK,23521792,,188242,,23205649,420,127901,146,342593,2742,522526476,7610559,68658097,2022-09-01
S. Korea,23327897,81499,26876,112,21329194,119528,1971827,555,454162,523,15804065,307683,51364693,2022-09-01
Italy,21888255,20498,175663,68,21078398,32169,634194,207,363174,2915,242573841,4024825,60269408,2022-09-01
Russia,19578730,49761,384441,95,18635574,38940,558715,2300,134037,2632,273400000,1871706,146069910,2022-09-01
Japan,18939344,167340,39880,316,17110166,234203,1789298,555,150745,317,71721798,570858,125638582,2022-09-01
Turkey,16751868,,100631,,,,,975,194102,1166,162743369,1885692,86304331,2022-09-01
Spain,13348856,3163,112736,68,13123551,4786,112569,339,285269,2409,471036328,10066174,46793977,2022-09-01
Vietnam,11414359,2680,43117,,10187787,9027,1183455,107,115023,434,85826548,864881,99235065,2022-09-01
Australia,10042859,11710,13957,54,9921496,15320,107406,74,384186,534,78269073,2994158,26140599,2022-09-01
Argentina,9678225,,129711,,9481735,4456,66779,456,209968,2814,35716069,774856,46093829,2022-09-01
Netherlands,8387480,1173,22603,3,8319338,3294,45539,35,487164,1313,21107399,1225967,17216945,2022-09-01
Iran,7530325,1364,143894,27,7299969,3286,86462,1043,87236,1667,53730223,622446,86321131,2022-09-01
Mexico,7027252,5654,329494,38,6280542,5780,417216,4798,53291,2499,18176077,137837,131866178,2022-09-01
Indonesia,6362902,4094,157591,25,6160877,4843,44434,2771,22742,563,106819620,381789,279786968,2022-09-01
Colombia,6302809,460,141646,19,6128460,861,32703,342,121074,2721,36358694,698436,52057335,2022-09-01
Poland,6180222,3340,117119,26,5335960,,727143,2782,163685,3102,36970575,979174,37756897,2022-09-01
Portugal,5423167,3027,24860,5,5326754,3138,71553,61,535232,2454,44633269,4405018,10132369,2022-09-01
Taiwan,5342064,34076,9950,36,4836563,21944,495551,,223423,416,24379957,1019651,23910090,2022-09-01
Ukraine,5056378,,108841,,4923140,777,24397,177,117140,2521,19521252,452244,43165288,2022-09-01
Austria,4912972,4698,19428,10,4829500,5431,64044,65,538841,2131,195567915,21449351,9117661,2022-09-01
Malaysia,4784980,2356,36225,9,4717292,1875,31463,74,143848,1089,63786415,1917578,33264046,2022-09-01
Greece,4762827,,32552,,4663105,8184,67170,115,461832,3156,91707649,8892526,10312891,2022-09-01
Thailand,4652923,2004,32331,25,4604605,1743,15987,1496,66301,461,17270775,246096,70179136,2022-09-01
Israel,4634251,825,11620,,4611860,936,10771,266,496917,1246,41373364,4436346,9326000,2022-09-01
Chile,4515370,6948,60508,57,4423279,,31583,146,231896,3108,44037528,2261638,19471521,2022-09-01
Belgium,4488054,1913,32534,6,4392685,2738,62835,59,383633,2781,35314986,3018679,11698823,2022-09-01
Canada,4176359,2978,44043,41,4032761,4085,99555,261,108593,1145,64259009,1670857,38458716,2022-09-01
Peru,4107492,3618,215780,18,3839709,,52003,213,120928,6353,34362768,1011665,33966543,2022-09-01
Czechia,4042716,1926,40834,4,3985819,396,16063,20,375997,3798,55971507,5205689,10751988,2022-09-01
Switzerland,4025870,,14148,,3938868,1775,72854,46,457919,1609,22103405,2514132,8791666,2022-09-01
South Africa,4012239,302,102108,,3904513,,5618,192,65852,1676,26168861,429504,60928056,2022-09-01
Philippines,3883943,3753,61864,50,3799834,5600,22245,661,34451,549,32252244,286077,112739645,2022-09-01
Romania,3221984,2630,66728,18,3104016,7463,51240,185,169935,3519,24681141,1301745,18960044,2022-09-01
Denmark,3092530,568,6934,11,3076184,998,9412,6,529873,1188,128207430,21967015,5836361,2022-09-01
Sweden,2569152,,19873,,2524588,1820,24691,15,251001,1942,18865773,1843150,10235614,2022-09-01
Iraq,2457871,,25346,,2429962,,2563,21,58275,601,19212734,455522,42177378,2022-09-01
Serbia,2286511,3316,16695,11,2190122,3755,79694,28,263994,1928,10689969,1234234,8661214,2022-09-01
Hungary,2048547,,47291,,1962698,,38558,23,213229,4922,11394556,1186035,9607266,2022-09-01
Bangladesh,2012162,216,29325,2,1956716,233,26121,1331,11960,174,14755679,87705,168242387,2022-09-01
Singapore,1841288,2044,1593,1,1762407,1489,77288,11,309462,268,24342902,4091265,5949970,2022-09-01
Slovakia,1834717,502,20357,4,1809356,567,5004,22,335699,3725,7269520,1330107,5465366,2022-09-01
New Zealand,1743042,2202,2744,2,1726116,2884,14182,,348462,549,7486691,1496710,5002100,2022-09-01
Georgia,1735682,,16889,,1637293,,81500,,436914,4251,16920079,4259201,3972595,2022-09-01
Jordan,1735495,,14110,,1718032,,3353,59,166515,1354,17128152,1643386,10422475,2022-09-01
Ireland,1656956,,7798,,1639226,205,9932,9,327641,1542,12639260,2499246,5057230,2022-09-01
Pakistan,1569295,219,30582,1,1529818,,8895,117,6818,133,30129068,130893,230181741,2022-09-01
Hong Kong,1551389,10586,9701,11,1325217,4499,216471,14,203363,1272,54352132,7124707,7628683,2022-09-01
Norway,1460246,119,3980,,1454480,169,1786,20,264872,722,11002430,1995714,5513030,2022-09-01
Kazakhstan,1388689,210,13684,,1357886,577,17119,24,72091,710,11575012,600891,19263085,2022-09-01
Finland,1266917,,5690,,1227660,3608,33567,21,227889,1024,11394153,2049547,5559352,2022-09-01
Morocco,1264468,33,16273,,1247812,36,383,293,33400,430,12454380,328976,37857984,2022-09-01
Bulgaria,1243657,747,37607,4,1194345,1355,11705,50,181947,5502,10441125,1527533,6835287,2022-09-01
Lithuania,1219251,839,9291,1,1189709,1368,20251,8,461810,3519,10118064,3832374,2640156,2022-09-01
Croatia,1214579,921,16712,10,1192061,741,5806,13,299860,4126,5142711,1269651,4050493,2022-09-01
Lebanon,1209872,394,10631,4,1087587,,111654,186,178994,1573,4795578,709478,6759306,2022-09-01
Tunisia,1143862,,29234,,,,,99,94640,2419,4918504,406945,12086418,2022-09-01
Slovenia,1128292,1577,6783,,1102598,2047,18911,14,542564,3262,2722749,1309293,2079557,2022-09-01
Cuba,1110586,47,8530,,1101798,52,258,23,98181,754,14064773,1243388,11311653,2022-09-01
Guatemala,1103606,1652,19514,24,1076738,2172,7354,5,59228,1047,5666621,304112,18633321,2022-09-01
Bolivia,1102377,725,22200,2,1030055,1010,50122,220,91728,1847,2705422,225117,12017854,2022-09-01
Costa Rica,1058467,,8867,,860711,,188889,52,203753,1707,4659757,896996,5194847,2022-09-01
UAE,1015879,481,2341,,994898,540,18640,,100095,231,184515491,18180328,10149184,2022-09-01
Nepal,997480,134,12002,1,982366,215,3112,,32951,396,5891935,194635,30271788,2022-09-01
Ecuador,996785,400,35860,2,947772,,13153,759,54699,1968,3082403,169147,18223260,2022-09-01
Belarus,994037,,7118,,985592,,1327,,105272,754,13646641,1445221,9442595,2022-09-01
Mongolia,979985,1025,2179,,971093,2738,6713,192,288857,642,4030048,1187885,3392625,2022-09-01
Uruguay,979160,,7445,,970116,,1599,18,279777,2127,6114822,1747195,3499793,2022-09-01
Panama,978181,,8470,,962280,,7431,16,219231,1898,6940020,1555407,4461867,2022-09-01
Latvia,899938,805,5947,1,882593,1465,11398,6,488806,3230,7538987,4094836,1841096,2022-09-01
Saudi Arabia,813542,81,9297,2,800680,62,3565,51,22606,258,44123476,1226059,35988064,2022-09-01
Azerbaijan,813437,621,9805,,800127,648,3505,,78691,949,7155246,692193,10337071,2022-09-01
Paraguay,715569,38,19494,2,694192,64,1883,7,97725,2662,2657506,362935,7322272,2022-09-01
Bahrain,671920,223,1515,,668855,201,1550,1,367230,828,10280821,5618859,1829699,2022-09-01
Sri Lanka,670018,61,16699,1,652281,3,1038,,31008,773,6486117,300177,21607628,2022-09-01
Kuwait,657395,,2563,,654470,,362,3,149159,582,8340400,1892384,4407350,2022-09-01
Dominican Republic,638500,,4384,,632911,,1205,19,57608,396,3631917,327688,11083476,2022-09-01
Palestine,619519,,5396,,600498,,13625,17,115619,1007,3078533,574539,5358262,2022-09-01
Myanmar,615315,94,19439,1,593652,37,2224,,11147,352,8753895,158586,55199574,2022-09-01
Estonia,597759,,2651,,524990,,70118,4,449962,1996,3504375,2637911,1328466,2022-09-01
Cyprus,577779,251,1171,1,569794,,6814,60,471122,955,9572310,7805274,1226390,2022-09-01
Moldova,575052,,11755,,504142,,59155,49,143273,2929,3216305,801337,4013673,2022-09-01
Venezuela,542607,99,5797,1,534949,,1861,36,19199,205,3359014,118854,28261580,2022-09-01
Egypt,515645,,24613,,442182,,48850,122,4841,231,3693367,34675,106514635,2022-09-01
Libya,506822,32,6437,,500178,40,207,101,71649,910,2479862,350578,7073643,2022-09-01
Ethiopia,493197,7,7572,,471658,17,13967,7,4072,63,5207662,42992,121131353,2022-09-01
Réunion,463155,7014,874,13,418572,,43709,10,509439,961,1603660,1763917,909147,2022-09-01
Honduras,454192,749,10974,2,,,,105,44330,1071,1505597,146948,10245771,2022-09-01
Armenia,434398,,8655,,421316,,4427,,146005,2909,3184464,1070325,2975232,2022-09-01
Qatar,429963,567,681,,424872,491,4410,3,153131,243,3870066,1378324,2807805,2022-09-01
Oman,397846,,4260,,384669,,8917,2,73840,791,25000000,4640006,5387924,2022-09-01
Bosnia and Herzegovina,395994,144,16057,7,374553,,5384,,122346,4961,1844604,569908,3236667,2022-09-01
North Macedonia,340510,169,9490,1,329434,242,1586,,163456,4556,2118984,1017183,2083189,2022-09-01
Kenya,338210,27,5674,,332381,6,155,1,6003,101,3857039,68464,56336597,2022-09-01
Zambia,332822,,4016,,328412,,394,1,17069,206,3696213,189558,19499130,2022-09-01
Albania,329615,263,3582,,321610,277,4423,,114809,1248,1941032,676083,2870996,2022-09-01
Botswana,325864,,2778,,322955,,131,1,132764,1132,2026898,825801,2454464,2022-09-01
Luxembourg,284931,,1114,,275850,,7967,,439685,1719,4381286,6760889,648034,2022-09-01
Montenegro,275791,253,2773,,270468,325,2550,6,438991,4414,2598648,4136407,628238,2022-09-01
Algeria,270359,55,6878,,181976,38,81505,6,5933,151,230861,5067,45565978,2022-09-01
Nigeria,263694,168,3148,,257387,44,3159,11,1214,14,5441162,25051,217205617,2022-09-01
Zimbabwe,256744,6,5596,,250991,7,157,12,16746,365,2483798,162006,15331494,2022-09-01
Uzbekistan,243743,,1637,,241486,,620,23,7061,47,1377915,39917,34519683,2022-09-01
Mozambique,230095,19,2219,,227727,18,149,11,6941,67,1371127,41359,33152126,2022-09-01
Brunei,220245,,225,,219561,,459,,493215,504,717784,1607399,446550,2022-09-01
Martinique,218764,,1035,,,,,8,583939,2763,828928,2212628,374635,2022-09-01
Laos,214169,130,757,,,,,,28540,101,1233207,164336,7504201,2022-09-01
Kyrgyzstan,205716,,2991,,196406,,6319,131,30443,443,1907195,282242,6757312,2022-09-01
Iceland,204717,,179,,,,,2,591603,517,1993053,5759636,346038,2022-09-01
El Salvador,201785,,4224,1,179266,,18295,8,30774,644,2610114,398061,6557063,2022-09-01
Afghanistan,193250,246,7777,,171519,,13954,1124,4733,190,1066354,26119,40827172,2022-09-01
Guadeloupe,191997,,986,,,,,19,479666,2463,938039,2343504,400272,2022-09-01
Maldives,184856,,308,,163687,,20861,25,329416,549,2213831,3945077,561163,2022-09-01
Trinidad and Tobago,179248,102,4148,4,169510,202,5590,18,127189,2943,820300,582062,1409299,2022-09-01
Uganda,169396,,3628,,100431,,65337,3,3466,74,3012408,61641,48870038,2022-09-01
Namibia,169253,,4065,,164813,,375,,64097,1539,1062663,402438,2640564,2022-09-01
Ghana,168580,,1459,,167080,,41,2,5191,45,2496486,76868,32477725,2022-09-01
Jamaica,149911,113,3254,,96719,108,49938,,50152,1089,1170124,391457,2989149,2022-09-01
Cambodia,137629,9,3056,,134454,34,119,,7992,177,3047721,176987,17220057,2022-09-01
Rwanda,132443,4,1466,,130901,,76,,9704,107,5754989,421684,13647624,2022-09-01
Cameroon,121652,,1935,,118616,,1101,13,4348,69,1751774,62615,27977067,2022-09-01
Malta,114075,25,801,,112754,28,520,4,256874,1804,2044719,4604300,444089,2022-09-01
Angola,102636,,1917,,100437,,282,,2926,55,1499795,42753,35080795,2022-09-01
Barbados,101215,95,544,2,99183,67,1488,,351274,1888,755571,2622263,288137,2022-09-01
French Guiana,93735,149,408,,11254,,82073,3,297147,1293,650106,2060884,315450,2022-09-01
DRC,92711,77,1405,5,83504,,7802,,971,15,846704,8870,95459239,2022-09-01
Channel Islands,89657,,198,,89125,,334,,505586,1117,1252808,7064720,177333,2022-09-01
Senegal,88098,16,1968,,85973,15,157,,4977,111,1146543,64778,17699626,2022-09-01
Malawi,87877,17,2676,,84919,,282,67,4350,132,610704,30232,20200624,2022-09-01
Ivory Coast,86760,22,819,,85837,16,104,,3122,29,1610694,57953,27793047,2022-09-01
Suriname,81039,,1383,,49614,,30042,,135514,2313,238852,399409,598014,2022-09-01
French Polynesia,76484,45,649,,,,,7,268908,2282,,,284424,2022-09-01
New Caledonia,73798,,314,,73032,,452,9,253218,1077,98964,339568,291441,2022-09-01
Eswatini,73367,,1422,,71922,,23,11,61852,1199,1043827,879993,1186177,2022-09-01
Guyana,71062,27,1278,,69528,10,256,,89412,1608,688408,866174,794769,2022-09-01
Belize,68302,,680,,67477,,145,6,165276,1645,576016,1393831,413261,2022-09-01
Fiji,68177,24,878,,66192,34,1107,,74878,964,652851,717017,910510,2022-09-01
Madagascar,66626,,1410,,65084,,132,2,2279,48,510775,17473,29232893,2022-09-01
Sudan,63228,,4961,,,,,,1373,108,562941,12220,46066701,2022-09-01
Mauritania,62768,3,993,,61734,2,41,,12772,202,948502,193006,4914373,2022-09-01
Cabo Verde,62322,2,410,,61839,1,73,23,109517,720,401622,705759,569064,2022-09-01
Bhutan,61076,,21,,60961,,94,,77311,27,2303734,2916093,790007,2022-09-01
Syria,57058,15,3163,,53443,39,452,,3097,172,146269,7940,18421449,2022-09-01
Burundi,49287,29,38,,47946,210,1303,,3894,3,345742,27314,12657869,2022-09-01
Gabon,48649,,306,,48067,,276,,20795,131,1614329,690037,2339482,2022-09-01
Seychelles,46081,,169,,45777,,135,,462359,1696,,,99665,2022-09-01
Andorra,46027,,154,,45791,,82,14,593644,1986,249838,3222344,77533,2022-09-01
Curaçao,45127,,282,,44720,,125,3,272595,1703,496693,3000332,165546,2022-09-01
Papua New Guinea,44887,7,664,,43982,,241,7,4819,71,249149,26750,9314084,2022-09-01
Aruba,42792,,226,,42340,,226,2,397153,2098,177885,1650951,107747,2022-09-01
Mauritius,40178,,1022,,38454,,702,,31479,801,358675,281019,1276336,2022-09-01
Mayotte,40004,,187,,,,,,139352,651,176919,616288,287072,2022-09-01
Tanzania,38712,,841,,,,,7,610,13,,,63419526,2022-09-01
Togo,38500,9,283,1,38032,,185,,4426,33,785456,90293,8698968,2022-09-01
Isle of Man,38008,,116,,,,,,441918,1349,150753,1752799,86007,2022-09-01
Guinea,37470,,447,,36763,,260,8,2695,32,660107,47475,13904358,2022-09-01
Bahamas,37081,6,823,,35897,27,361,1,92384,2050,248846,619975,401381,2022-09-01
Faeroe Islands,34658,,28,,,,,5,703501,568,778000,15792145,49265,2022-09-01
Lesotho,34206,,704,,25740,,7762,,15698,323,431221,197897,2179021,2022-09-01
Haiti,33381,,841,,30673,,1867,,2852,72,132422,11315,11703550,2022-09-01
Mali,31462,50,739,,30484,15,239,,1462,34,740829,34434,21514232,2022-09-01
Cayman Islands,30057,,29,,8553,,21475,1,445996,430,222773,3305581,67393,2022-09-01
Saint Lucia,28775,,391,,28260,,124,,155168,2108,209716,1130886,185444,2022-09-01
Benin,27490,,163,,27217,,110,5,2146,13,604310,47171,12810970,2022-09-01
Somalia,27020,,1350,,13182,,12488,,1603,80,400466,23761,16853636,2022-09-01
Congo,24837,,386,,24006,,445,,4273,66,347815,59842,5812264,2022-09-01
Timor-Leste,23163,,138,,22981,,44,,16872,101,275776,200881,1372831,2022-09-01
Solomon Islands,21544,,153,,16357,,5034,1,29783,212,5117,7074,723367,2022-09-01
Burkina Faso,21128,,387,,20632,,109,,954,17,248995,11244,22144776,2022-09-01
San Marino,20385,12,118,,20175,14,92,4,598064,3462,157634,4624732,34085,2022-09-01
Gibraltar,20069,20,108,1,16579,,3382,,596068,3208,534283,15868692,33669,2022-09-01
Grenada,19346,57,236,,18971,93,139,4,170221,2077,177860,1564953,113652,2022-09-01
Liechtenstein,19166,5,86,,18970,9,110,,499570,2242,102174,2663209,38365,2022-09-01
Nicaragua,18491,,225,,4225,,14041,,2721,33,,,6795235,2022-09-01
Bermuda,17913,,148,,17624,,141,,289948,2396,988467,15999790,61780,2022-09-01
South Sudan,17823,,138,,17335,,350,1,1553,12,410280,35745,11477925,2022-09-01
Tajikistan,17786,,125,,17264,,397,,1778,12,,,10001620,2022-09-01
Equatorial Guinea,16956,,183,,16621,,152,5,11283,122,365697,243339,1502829,2022-09-01
Samoa,15767,,29,,1605,,14133,4,78338,144,187397,931077,201269,2022-09-01
Djibouti,15690,,189,,15427,,74,,15396,185,305941,300203,1019115,2022-09-01
